OrderID,PricePerItem,Quantity,ShippingDistance,CustomerID
1,10,5,3,6671
2,10,10,84,8647
3,10,1,,4075
4,10,10,92,8452
5,10,3,2,2621
6,10,5,,9160
7,10,2,63,3799
8,10,8,65,809
9,10,10,56,2271
10,10,4,71,4680
11,10,3,10,5022
12,10,5,94,8111
13,10,10,83,6040
14,10,4,76,2083
15,10,4,25,2849
16,10,3,16,535
17,10,10,56,9479
18,10,4,97,7367
19,10,1,91,4120
20,10,5,45,67
21,10,1,81,8231
22,10,8,16,4625
23,10,9,,1448
24,10,1,71,9824
25,10,9,91,5172
26,10,10,93,9750
27,10,5,77,1819
28,10,10,59,939
29,10,5,78,747
30,10,2,79,2663
31,10,10,18,7978
32,10,8,82,4904
33,10,1,10,434
34,10,7,99,9170
35,10,8,5,2017
36,10,10,41,1476
37,10,8,35,8078
38,10,6,10,707
39,10,7,48,4719
40,10,1,65,6149
41,10,9,1,1585
42,10,10,65,7784
43,10,3,84,8659
44,10,6,36,7125
45,10,1,35,6360
46,10,3,48,1083
47,10,10,44,1116
48,10,2,51,2315
49,10,3,67,7161
50,10,1,63,1748
51,10,8,68,3870
52,10,1,5,9483
53,10,1,91,4412
54,10,5,89,1702
55,10,5,72,6129
56,10,2,90,4783
57,10,7,64,3310
58,10,10,14,9254
59,10,6,74,4934
60,10,6,49,2754
61,10,9,89,5746
62,10,1,16,696
63,10,4,58,9315
64,10,1,31,4543
65,10,5,84,7829
66,10,7,,940
67,10,6,14,7797
68,10,1,84,3877
69,10,5,28,8413
70,10,9,98,4772
71,10,1,76,8801
72,10,10,9,6651
73,10,9,63,7606
74,10,6,68,6467
75,10,10,83,2374
76,10,7,13,3444
77,10,7,43,5474
78,10,4,72,814
79,10,8,48,2020
80,10,3,89,75
81,10,4,72,2342
82,10,8,14,3705
83,10,8,43,7821
84,10,3,93,7715
85,10,6,52,8815
86,10,9,6,4320
87,10,9,86,3983
88,10,1,84,6134
89,10,7,77,6124
90,10,6,28,1089
91,10,6,42,9264
92,10,3,60,5963
93,10,6,8,8106
94,10,7,13,7025
95,10,1,84,4388
96,10,1,53,1612
97,10,8,49,9244
98,10,2,35,2021
99,10,10,54,6180
100,10,3,80,9522
101,10,8,72,6193
102,10,4,32,5885
103,10,6,4,3068
104,10,7,45,5538
105,10,3,65,628
106,10,9,7,6752
107,10,9,73,416
108,10,8,,6515
109,10,5,58,9201
110,10,1,69,1809
111,10,5,73,9898
112,10,7,80,10
113,10,8,8,8918
114,10,5,3,4641
115,10,2,48,5119
116,10,2,8,3175
117,10,9,64,3281
118,10,3,15,6996
119,10,1,97,7001
120,10,4,47,4956
121,10,6,93,3033
122,10,10,10,1402
123,10,2,5,1776
124,10,2,9,9144
125,10,6,35,4355
126,10,3,81,918
127,10,2,99,5562
128,10,5,10,862
129,10,5,59,7500
130,10,8,65,5394
131,10,5,87,2577
132,10,10,74,3459
133,10,9,79,2568
134,10,8,41,8623
135,10,3,34,1929
136,10,9,32,4812
137,10,4,2,5439
138,10,3,87,7473
139,10,1,66,6100
140,10,7,50,4156
141,10,3,56,9504
142,10,7,55,9255
143,10,7,61,8796
144,10,7,22,9377
145,10,8,76,9844
146,10,10,86,1434
147,10,1,94,7555
148,10,5,26,6220
149,10,1,16,3351
150,10,2,63,5949
151,10,4,63,1834
152,10,10,68,884
153,10,9,75,6894
154,10,9,65,3567
155,10,9,97,1520
156,10,7,28,9948
157,10,3,63,1244
158,10,3,80,7888
159,10,3,53,9147
160,10,6,65,3701
161,10,5,33,5558
162,10,5,83,7537
163,10,5,39,6448
164,10,7,64,2053
165,10,9,,4552
166,10,5,56,2199
167,10,10,7,571
168,10,10,31,7842
169,10,9,70,3024
170,10,7,37,2972
171,10,10,96,314
172,10,9,43,9866
173,10,10,1,6178
174,10,6,30,9519
175,10,3,3,8797
176,10,8,18,2444
177,10,10,97,680
178,10,6,58,3386
179,10,4,62,7970
180,10,7,100,8601
181,10,2,65,4507
182,10,7,53,4616
183,10,3,25,33
184,10,9,66,8578
185,10,5,94,2079
186,10,7,78,7139
187,10,9,80,6671
188,10,9,21,2190
189,10,4,5,2022
190,10,5,31,1834
191,10,9,64,6738
192,10,3,45,3881
193,10,2,78,955
194,10,9,3,1067
195,10,4,41,2835
196,10,2,89,5591
197,10,3,100,4768
198,10,10,85,7922
199,10,1,99,5114
200,10,10,20,7802
201,10,3,6,5106
202,10,1,61,6635
203,10,1,11,3403
204,10,6,60,5786
205,10,3,4,8520
206,10,2,89,4604
207,10,10,52,8587
208,10,8,89,3809
209,10,1,27,5557
210,10,8,38,7804
211,10,3,35,7361
212,10,3,3,1744
213,10,7,44,1724
214,10,7,89,6750
215,10,7,58,6814
216,10,1,82,5871
217,10,10,25,1451
218,10,7,24,9197
219,10,5,5,7776
220,10,1,88,8872
221,10,2,80,6172
222,10,2,65,154
223,10,5,5,6378
224,10,3,78,9009
225,10,2,57,9460
226,10,9,1,6435
227,10,1,65,7265
228,10,9,47,3204
229,10,4,86,1133
230,10,6,28,6398
231,10,2,64,1074
232,10,4,67,3815
233,10,3,48,5192
234,10,2,19,2017
235,10,2,42,8352
236,10,1,61,4479
237,10,1,97,8791
238,10,10,48,7528
239,10,7,49,6651
240,10,6,74,1586
241,10,8,80,4286
242,10,1,23,1986
243,10,5,7,9620
244,10,8,40,2063
245,10,1,26,8624
246,10,2,48,5561
247,10,6,17,4809
248,10,6,11,2961
249,10,5,82,5027
250,10,2,91,3011
251,10,2,46,8811
252,10,6,83,6765
253,10,2,20,4949
254,10,1,16,2269
255,10,7,45,1612
256,10,10,82,1508
257,10,4,73,2350
258,10,3,93,6888
259,10,3,1,1926
260,10,6,74,9682
261,10,3,78,8131
262,10,6,19,5064
263,10,10,70,331
264,10,2,8,257
265,10,1,28,9577
266,10,7,35,7025
267,10,8,18,2524
268,10,7,64,2966
269,10,1,33,9836
270,10,9,17,2834
271,10,10,45,3362
272,10,2,15,9922
273,10,1,52,5161
274,10,3,25,3231
275,10,9,18,2212
276,10,3,74,720
277,10,6,30,9277
278,10,4,75,8328
279,10,7,11,1043
280,10,4,11,1679
281,10,8,4,5832
282,10,9,3,1029
283,10,3,1,2778
284,10,3,27,7014
285,10,5,90,3063
286,10,8,80,1451
287,10,3,15,469
288,10,6,32,2515
289,10,1,61,2354
290,10,5,37,9816
291,10,4,92,8196
292,10,3,89,5973
293,10,1,99,1259
294,10,9,98,1745
295,10,3,73,5635
296,10,2,32,1793
297,10,8,81,1085
298,10,4,58,5524
299,10,2,30,4486
300,10,7,51,198
301,10,2,43,2425
302,10,5,98,1848
303,10,8,11,1838
304,10,9,69,5704
305,10,8,33,845
306,10,4,56,586
307,10,6,58,5219
308,10,9,89,4232
309,10,8,57,8087
310,10,2,24,1776
311,10,5,6,1797
312,10,2,61,746
313,10,2,100,7592
314,10,5,77,6346
315,10,2,11,4050
316,10,5,12,7692
317,10,9,63,7706
318,10,5,16,3343
319,10,1,27,7277
320,10,1,23,5488
321,10,8,21,7471
322,10,6,86,1892
323,10,10,44,4468
324,10,8,57,4119
325,10,10,17,2129
326,10,2,78,5227
327,10,3,42,1562
328,10,4,6,6953
329,10,10,81,5251
330,10,4,42,1406
331,10,2,2,7916
332,10,8,34,4456
333,10,5,2,6631
334,10,1,25,7689
335,10,6,3,9133
336,10,8,74,3211
337,10,1,59,1549
338,10,7,64,9183
339,10,7,68,5441
340,10,2,93,5704
341,10,1,16,6840
342,10,1,49,8372
343,10,10,71,2821
344,10,5,33,1287
345,10,4,27,2568
346,10,7,3,3987
347,10,10,80,497
348,10,8,18,2644
349,10,3,49,4666
350,10,8,28,1658
351,10,1,40,4510
352,10,1,25,9956
353,10,8,3,9667
354,10,6,34,9761
355,10,7,96,5012
356,10,2,87,5895
357,10,10,22,3431
358,10,4,43,1498
359,10,2,64,9383
360,10,5,62,1522
361,10,4,94,1467
362,10,3,58,4110
363,10,3,23,4268
364,10,9,48,1039
365,10,5,21,884
366,10,4,89,2807
367,10,9,70,5727
368,10,6,71,4633
369,10,10,59,505
370,10,4,97,7531
371,10,9,16,6076
372,10,8,80,1190
373,10,1,33,7599
374,10,5,17,6551
375,10,5,54,5306
376,10,2,70,641
377,10,1,87,4083
378,10,7,9,4491
379,10,8,11,5331
380,10,3,54,9074
381,10,1,46,2681
382,10,6,35,6390
383,10,1,9,9810
384,10,1,33,6617
385,10,9,60,1763
386,10,2,99,176
387,10,7,21,3949
388,10,10,71,1168
389,10,3,31,1950
390,10,5,61,9222
391,10,8,47,544
392,10,2,88,2987
393,10,8,46,4365
394,10,7,1,589
395,10,9,45,224
396,10,2,19,8936
397,10,8,19,3456
398,10,10,65,8871
399,10,2,80,4028
400,10,1,68,203
401,10,10,64,3802
402,10,7,56,8175
403,10,5,69,2026
404,10,2,78,2258
405,10,3,71,8844
406,10,6,11,816
407,10,2,27,8159
408,10,9,82,7838
409,10,9,23,4645
410,10,4,81,3808
411,10,5,67,5744
412,10,2,57,5358
413,10,9,90,3212
414,10,9,23,1839
415,10,7,76,6836
416,10,1,26,2215
417,10,9,57,338
418,10,6,48,9599
419,10,5,10,5996
420,10,1,89,1648
421,10,8,47,6781
422,10,8,33,9697
423,10,5,96,5398
424,10,9,39,3014
425,10,6,58,7679
426,10,4,43,9838
427,10,7,57,9917
428,10,10,80,7296
429,10,10,53,985
430,10,10,32,3734
431,10,7,17,72
432,10,6,64,9827
433,10,3,26,3454
434,10,10,6,2687
435,10,6,93,3152
436,10,9,83,9750
437,10,3,4,2829
438,10,8,75,8425
439,10,5,41,7807
440,10,9,61,9978
441,10,2,31,6370
442,10,10,26,9242
443,10,3,22,4458
444,10,2,2,3969
445,10,5,74,4625
446,10,5,38,3212
447,10,10,95,9615
448,10,2,13,1357
449,10,6,38,3914
450,10,10,27,7535
451,10,7,38,5508
452,10,7,94,5326
453,10,4,1,8623
454,10,6,33,3732
455,10,3,90,20
456,10,5,25,8657
457,10,7,22,6531
458,10,4,36,4868
459,10,1,26,8823
460,10,5,51,7751
461,10,8,26,2191
462,10,6,76,5225
463,10,2,12,1947
464,10,3,16,8292
465,10,4,11,3886
466,10,4,97,5855
467,10,4,95,9519
468,10,8,98,5415
469,10,5,83,8229
470,10,2,71,9905
471,10,7,59,8401
472,10,4,35,4682
473,10,5,21,8020
474,10,5,87,4255
475,10,4,34,1144
476,10,3,55,3536
477,10,9,29,4591
478,10,8,70,1414
479,10,3,7,9442
480,10,4,21,6584
481,10,8,88,2731
482,10,4,35,193
483,10,3,77,4272
484,10,8,25,2894
485,10,10,41,5731
486,10,5,17,8398
487,10,5,44,4536
488,10,6,5,732
489,10,6,21,6700
490,10,8,21,2686
491,10,10,2,1546
492,10,4,66,7679
493,10,8,16,7549
494,10,1,19,6610
495,10,2,41,5947
496,10,10,31,863
497,10,7,59,2009
498,10,8,23,4937
499,10,4,30,4658
500,10,9,92,5549
501,10,2,27,7059
502,10,2,48,2736
503,10,7,77,5960
504,10,9,75,5350
505,10,2,40,1192
506,10,4,26,286
507,10,4,27,4409
508,10,4,74,1872
509,10,7,28,8714
510,10,3,98,7132
511,10,5,30,2144
512,10,5,82,961
513,10,10,92,6466
514,10,5,63,4563
515,10,4,8,4040
516,10,8,97,2348
517,10,3,49,4790
518,10,3,12,4719
519,10,4,14,5194
520,10,6,90,5969
521,10,6,34,928
522,10,8,19,2983
523,10,1,60,2813
524,10,10,87,546
525,10,6,88,4511
526,10,6,72,1289
527,10,1,34,2166
528,10,3,18,6366
529,10,4,30,1212
530,10,5,50,2329
531,10,3,86,3577
532,10,10,2,4266
533,10,6,69,5652
534,10,10,39,7922
535,10,9,47,864
536,10,1,23,2000
537,10,8,54,3891
538,10,9,42,564
539,10,5,46,2030
540,10,6,39,7278
541,10,1,54,6443
542,10,1,44,1260
543,10,6,23,4126
544,10,10,87,3262
545,10,8,53,7717
546,10,7,7,372
547,10,4,13,3832
548,10,9,29,9173
549,10,1,16,3022
550,10,10,40,1844
551,10,1,64,2273
552,10,5,57,1454
553,10,6,6,4991
554,10,9,1,4077
555,10,6,3,5884
556,10,4,69,4718
557,10,4,79,7054
558,10,5,38,1256
559,10,10,51,4553
560,10,3,38,1281
561,10,6,92,5900
562,10,4,12,1552
563,10,1,5,9770
564,10,8,86,5669
565,10,3,46,5533
566,10,6,8,1553
567,10,4,3,870
568,10,7,28,7402
569,10,10,47,7560
570,10,7,39,2234
571,10,1,84,7639
572,10,10,9,4703
573,10,7,98,7429
574,10,1,74,5245
575,10,9,10,8011
576,10,6,49,567
577,10,9,56,8679
578,10,3,65,2840
579,10,6,9,7451
580,10,10,96,1761
581,10,10,5,8106
582,10,7,62,7275
583,10,6,95,823
584,10,3,80,2589
585,10,1,8,3822
586,10,7,88,8383
587,10,8,99,3040
588,10,7,47,2689
589,10,10,18,1649
590,10,2,63,8073
591,10,8,17,2769
592,10,8,68,3484
593,10,7,85,371
594,10,8,82,8335
595,10,10,99,8047
596,10,3,53,8198
597,10,9,60,1034
598,10,5,18,655
599,10,9,45,6031
600,10,8,85,7682
601,10,1,74,9647
602,10,9,82,4586
603,10,8,93,8630
604,10,10,85,8910
605,10,1,62,2610
606,10,10,77,4660
607,10,6,83,2987
608,10,3,26,8379
609,10,6,37,5103
610,10,5,3,3811
611,10,9,9,8045
612,10,10,21,7262
613,10,6,44,3163
614,10,7,33,3009
615,10,2,34,3796
616,10,3,54,8207
617,10,2,25,3288
618,10,10,81,4204
619,10,6,76,9362
620,10,5,4,3212
621,10,6,62,9829
622,10,7,5,8485
623,10,4,34,9311
624,10,2,60,7182
625,10,3,61,7590
626,10,8,90,8526
627,10,5,99,8580
628,10,10,44,4199
629,10,1,12,974
630,10,5,30,2190
631,10,4,70,6448
632,10,8,97,4282
633,10,7,67,4798
634,10,3,60,8507
635,10,8,55,3425
636,10,7,60,8845
637,10,4,9,9578
638,10,10,17,8889
639,10,7,90,7946
640,10,4,50,1154
641,10,2,47,8481
642,10,1,13,2628
643,10,9,47,5641
644,10,8,24,1633
645,10,2,9,4250
646,10,6,68,2329
647,10,9,25,713
648,10,10,44,5808
649,10,6,66,407
650,10,7,54,8713
651,10,7,60,7956
652,10,5,42,8738
653,10,1,52,9075
654,10,5,99,2891
655,10,5,48,3896
656,10,6,70,3462
657,10,5,29,3363
658,10,8,68,535
659,10,1,7,7912
660,10,10,4,2303
661,10,2,84,4099
662,10,7,31,8483
663,10,7,98,9844
664,10,8,41,6439
665,10,6,46,9261
666,10,7,41,6219
667,10,3,6,1542
668,10,5,81,9943
669,10,7,68,5085
670,10,4,83,8702
671,10,9,19,1425
672,10,4,13,8663
673,10,3,9,7505
674,10,1,49,7118
675,10,5,44,6399
676,10,4,7,426
677,10,7,70,4345
678,10,7,41,737
679,10,10,30,7598
680,10,5,76,1908
681,10,7,92,382
682,10,2,13,826
683,10,6,45,767
684,10,1,37,834
685,10,2,70,4595
686,10,9,6,5575
687,10,9,28,1642
688,10,1,54,6500
689,10,2,29,2893
690,10,2,21,9921
691,10,3,73,9129
692,10,3,6,7982
693,10,6,52,5474
694,10,4,29,3177
695,10,3,70,7176
696,10,7,45,2270
697,10,10,49,938
698,10,2,73,4981
699,10,10,37,9051
700,10,7,89,3203
701,10,10,28,7084
702,10,2,11,4839
703,10,8,66,8367
704,10,6,81,8756
705,10,10,2,6357
706,10,1,56,3932
707,10,8,36,6313
708,10,9,28,4840
709,10,1,77,2910
710,10,7,12,3082
711,10,4,76,6006
712,10,10,88,5944
713,10,7,5,3712
714,10,10,85,9926
715,10,1,65,5186
716,10,3,75,278
717,10,1,26,61
718,10,4,76,970
719,10,5,99,3131
720,10,1,67,7045
721,10,4,81,6132
722,10,3,39,5347
723,10,7,22,2209
724,10,4,57,4493
725,10,3,17,4215
726,10,6,91,8410
727,10,7,33,7464
728,10,6,53,2939
729,10,5,30,9799
730,10,6,1,5783
731,10,7,35,9632
732,10,10,70,9244
733,10,4,89,9026
734,10,3,55,1756
735,10,10,63,2611
736,10,8,7,4827
737,10,10,100,3780
738,10,10,76,7929
739,10,4,98,3117
740,10,9,56,5703
741,10,5,40,6899
742,10,3,21,334
743,10,8,14,8344
744,10,9,91,2660
745,10,2,24,4880
746,10,1,60,680
747,10,7,2,4283
748,10,10,24,7462
749,10,6,13,9501
750,10,9,73,1854
751,10,4,92,7704
752,10,1,44,5807
753,10,4,13,142
754,10,3,75,5915
755,10,8,71,4057
756,10,5,39,3808
757,10,1,5,1677
758,10,2,76,8720
759,10,1,2,9470
760,10,6,8,3455
761,10,1,33,2860
762,10,9,50,5894
763,10,5,87,3948
764,10,2,27,1189
765,10,9,79,7029
766,10,4,100,6617
767,10,4,71,150
768,10,6,77,3887
769,10,6,70,7064
770,10,9,61,4783
771,10,4,86,5110
772,10,10,24,2779
773,10,6,5,4954
774,10,5,73,1258
775,10,10,35,4384
776,10,9,72,6554
777,10,5,95,1877
778,10,4,44,4312
779,10,3,13,571
780,10,9,3,4921
781,10,8,80,8163
782,10,7,76,8149
783,10,8,25,3370
784,10,8,58,2195
785,10,2,14,1904
786,10,8,41,5884
787,10,10,27,1762
788,10,9,7,9541
789,10,4,39,2240
790,10,7,6,1970
791,10,9,95,2558
792,10,7,83,5265
793,10,7,19,8065
794,10,7,49,1259
795,10,9,12,9948
796,10,7,94,8202
797,10,8,36,6303
798,10,2,100,287
799,10,4,55,8542
800,10,1,26,4105
801,10,9,66,2200
802,10,7,84,1475
803,10,1,8,9310
804,10,4,49,5499
805,10,4,22,4620
806,10,2,17,6619
807,10,9,97,8425
808,10,3,1,9013
809,10,3,29,7560
810,10,10,36,2749
811,10,8,36,5609
812,10,10,16,5340
813,10,2,36,7114
814,10,3,35,5813
815,10,7,98,9372
816,10,2,5,7833
817,10,9,57,2642
818,10,2,40,4732
819,10,5,81,790
820,10,10,89,4262
821,10,6,100,9449
822,10,4,96,5926
823,10,6,5,6075
824,10,6,51,3578
825,10,2,44,7695
826,10,7,80,9495
827,10,10,22,9460
828,10,6,59,3117
829,10,8,2,7546
830,10,2,49,7210
831,10,4,41,1972
832,10,2,44,4468
833,10,1,38,4389
834,10,7,29,3468
835,10,2,26,4425
836,10,10,48,9635
837,10,9,29,9280
838,10,4,83,7592
839,10,10,61,2933
840,10,8,22,2292
841,10,7,98,9642
842,10,8,20,2908
843,10,1,53,1732
844,10,1,7,8128
845,10,2,27,6595
846,10,6,76,4410
847,10,1,98,8766
848,10,3,94,5966
849,10,7,65,8555
850,10,1,60,1800
851,10,7,50,8667
852,10,3,16,2685
853,10,9,36,2329
854,10,1,65,1229
855,10,6,89,6404
856,10,6,11,3972
857,10,5,79,2822
858,10,4,68,1207
859,10,8,68,6147
860,10,4,23,1350
861,10,8,36,8963
862,10,3,2,8828
863,10,5,27,1561
864,10,10,8,2340
865,10,7,77,7127
866,10,9,2,6555
867,10,7,58,8182
868,10,9,81,666
869,10,4,16,1948
870,10,8,74,1374
871,10,10,47,6792
872,10,8,17,1838
873,10,9,5,4004
874,10,8,85,6644
875,10,4,95,4499
876,10,1,87,2148
877,10,1,23,6159
878,10,6,8,3309
879,10,6,15,7735
880,10,8,69,6534
881,10,8,30,3670
882,10,8,84,4213
883,10,2,31,2373
884,10,3,50,1304
885,10,10,6,9512
886,10,3,41,4330
887,10,10,29,370
888,10,5,53,4771
889,10,2,61,4638
890,10,1,96,7685
891,10,9,92,6030
892,10,1,7,4820
893,10,6,44,9438
894,10,1,57,6181
895,10,5,80,3998
896,10,7,32,5278
897,10,9,62,241
898,10,2,79,5209
899,10,9,23,3401
900,10,1,34,1549
901,10,8,20,9496
902,10,9,54,664
903,10,4,17,6755
904,10,10,43,9553
905,10,10,88,8117
906,10,9,1,4535
907,10,8,13,3361
908,10,4,17,544
909,10,4,86,3922
910,10,8,98,1523
911,10,10,42,4658
912,10,7,65,6896
913,10,4,95,3100
914,10,1,39,6330
915,10,1,65,5742
916,10,10,50,9212
917,10,5,49,7547
918,10,10,92,4080
919,10,10,10,6328
920,10,10,35,7374
921,10,8,88,2917
922,10,5,10,895
923,10,9,17,1491
924,10,1,26,6629
925,10,7,72,5821
926,10,2,87,9028
927,10,4,22,7086
928,10,6,31,9199
929,10,10,47,1640
930,10,10,96,8840
931,10,7,35,3683
932,10,8,16,8606
933,10,2,10,5622
934,10,8,76,8193
935,10,7,62,7737
936,10,7,28,8353
937,10,9,11,2554
938,10,3,73,654
939,10,9,24,3329
940,10,5,4,8917
941,10,2,51,7638
942,10,4,19,3606
943,10,7,36,729
944,10,2,82,7473
945,10,7,99,3857
946,10,3,82,9019
947,10,9,80,4307
948,10,5,1,9442
949,10,4,20,4628
950,10,8,96,7644
951,10,5,16,4851
952,10,5,23,4271
953,10,7,33,1172
954,10,5,42,4591
955,10,5,49,5007
956,10,1,1,4461
957,10,6,98,3764
958,10,1,95,9480
959,10,3,27,8193
960,10,6,58,5257
961,10,3,39,6402
962,10,1,31,5178
963,10,9,12,6516
964,10,7,19,4867
965,10,2,65,3196
966,10,8,89,8096
967,10,1,68,3529
968,10,1,11,312
969,10,4,45,729
970,10,5,68,3317
971,10,1,11,8771
972,10,2,28,5848
973,10,3,56,2122
974,10,3,5,3843
975,10,2,59,1550
976,10,5,29,995
977,10,3,46,1569
978,10,8,5,5311
979,10,5,84,949
980,10,3,10,6089
981,10,4,3,671
982,10,10,66,6218
983,10,2,85,7613
984,10,5,48,1048
985,10,6,97,1246
986,10,8,74,7697
987,10,1,97,438
988,10,10,85,9925
989,10,3,28,3735
990,10,6,100,5078
991,10,3,26,5530
992,10,1,16,8256
993,10,1,20,1815
994,10,10,75,1782
995,10,8,69,6587
996,10,8,2,6691
997,10,9,43,9782
998,10,2,10,1096
999,10,9,49,5319
1000,10,4,46,8187
